aggregated_duration_nnconv2daddmultiplyaddclipmultiply,aggregated_percentage_nnconv2daddmultiplyaddclipmultiply,aggregated_count_nnconv2daddmultiplyaddclipmultiply,total_duration,total_percentage,total_count,aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nnconv2daddaddclip,aggregated_percentage_nnconv2daddaddclip,aggregated_count_nnconv2daddaddclip,aggregated_duration_squeezeexpanddimsmultiply,aggregated_percentage_squeezeexpanddimsmultiply,aggregated_count_squeezeexpanddimsmultiply,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddadd,aggregated_percentage_nnconv2daddadd,aggregated_count_nnconv2daddadd,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,aggregated_duration_multiplyaddclipsqueezemultiply,aggregated_percentage_multiplyaddclipsqueezemultiply,aggregated_count_multiplyaddclipsqueezemultiply,label_model_name
15499.034,48.505903,18.0,31952.860999999994,99.99996123999998,74.0,5010.929999999999,15.682268299999999,14.0,437.226,1.3683469000000001,10.0,607.398,1.9009192000000001,9.0,226.681,0.70942284,9.0,1506.904,4.7160210000000005,5.0,3153.318,9.868649999999999,6.0,4034.3999999999996,12.626100000000001,2.0,1476.97,4.62233,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15328.95,48.13041199999999,18.0,31848.811000000005,100.00002363,74.0,5042.336000000001,15.8321118,14.0,437.97999999999996,1.3751847000000001,10.0,621.511,1.9514415,9.0,228.82999999999998,0.71848763,9.0,1501.1960000000001,4.713506000000001,5.0,3154.6279999999997,9.905,6.0,4055.16,12.73251,2.0,1478.22,4.64137,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15481.222,48.43076899999999,18.0,31965.67900000001,100.00000800000004,74.0,5053.709000000001,15.809800300000001,14.0,437.716,1.3693321,10.0,624.8439999999999,1.9547331,9.0,228.178,0.7138215,9.0,1499.229,4.690122,5.0,3146.241,9.842559999999999,6.0,4056.05,12.688749999999999,2.0,1438.49,4.50012,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15494.994999999999,48.459428,18.0,31975.200999999994,99.99999583999997,74.0,4988.900999999999,15.602410800000001,14.0,441.97599999999994,1.3822455,10.0,613.38,1.9183003,9.0,228.50900000000001,0.7146452400000001,9.0,1507.274,4.713876,5.0,3175.4359999999997,9.93092,6.0,4046.66,12.65561,2.0,1478.07,4.62256,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15486.469000000003,48.485485999999995,18.0,31940.401000000013,99.99997515,74.0,4995.595,15.640364900000002,14.0,438.056,1.3714798,10.0,616.143,1.9290396,9.0,227.98199999999997,0.7137738499999999,9.0,1486.292,4.653331,5.0,3158.304,9.888119999999999,6.0,4039.9300000000003,12.648330000000001,2.0,1491.63,4.67005,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15472.858000000002,48.395877000000006,18.0,31971.461000000003,100.00000376,74.0,5043.475000000001,15.774916600000001,14.0,439.7509999999999,1.3754492999999999,10.0,615.025,1.9236678,9.0,229.625,0.71821906,9.0,1502.5249999999999,4.699584,5.0,3160.8419999999996,9.88645,6.0,4025.45,12.59075,2.0,1481.91,4.63509,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15540.549,48.591705999999995,18.0,31981.929999999993,100.00006297999995,74.0,5008.742999999999,15.6611747,14.0,435.60499999999996,1.3620344,10.0,623.251,1.9487591999999998,9.0,230.60999999999999,0.72106368,9.0,1486.1450000000002,4.646825,5.0,3147.1169999999997,9.8403,6.0,4061.9399999999996,12.70073,2.0,1447.97,4.52747,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15420.156000000003,48.32950799999998,18.0,31906.322,100.00005630000001,74.0,5018.881,15.730069099999998,14.0,440.65900000000005,1.3811026,10.0,623.097,1.9528946999999999,9.0,230.562,0.7226209,9.0,1497.847,4.694511,5.0,3146.24,9.86087,6.0,4051.01,12.69658,2.0,1477.87,4.6319,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15421.677000000001,48.3998,18.0,31863.119000000002,100.00000352000002,74.0,4980.918,15.632220299999998,14.0,436.925,1.3712551,10.0,616.129,1.9336737999999998,9.0,229.80200000000002,0.72121632,9.0,1484.9629999999997,4.660438,5.0,3150.975,9.8891,6.0,4063.0,12.75141,2.0,1478.73,4.64089,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15518.690999999997,48.552625,18.0,31962.604,99.99999181000001,74.0,5009.593,15.673326900000001,14.0,434.56,1.3595890999999998,10.0,627.186,1.9622482000000003,9.0,227.91699999999997,0.71307361,9.0,1495.261,4.6781489999999994,5.0,3145.036,9.839730000000001,6.0,4031.2300000000005,12.61234,2.0,1473.13,4.60891,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15512.804999999998,48.348865,18.0,32085.11799999998,99.99995105999997,74.0,5010.724,15.6169554,14.0,443.85100000000006,1.3833547999999998,10.0,624.657,1.9468733999999999,9.0,230.366,0.71798346,9.0,1519.3,4.735209,5.0,3192.5550000000003,9.95026,6.0,4066.95,12.675519999999999,2.0,1483.91,4.62493,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
15427.920000000002,48.395120999999996,18.0,31879.116999999995,100.00002778000002,74.0,5012.055000000001,15.722039299999999,14.0,437.30099999999993,1.3717477000000002,10.0,622.269,1.951966,9.0,227.251,0.71285178,9.0,1501.165,4.708932,5.0,3147.426,9.87301,6.0,4023.37,12.6207,2.0,1480.36,4.64366,1.0,mobilenet_v3_small.onnx
0.0,nan,18.0,0.0,nan,74.0,0.0,nan,14.0,0.0,nan,10.0,0.0,nan,9.0,0.0,nan,9.0,0.0,nan,5.0,0.0,nan,6.0,0.0,nan,2.0,0.0,nan,1.0,mobilenet_v3_small.onnx
